Departure_ScheduledTimeUTC_DateTime,Departure_TimeStatus_Code,Arrival_AirportCode,Arrival_ScheduledTimeUTC_DateTime,Arrival_ActualTimeUTC_DateTime,Arrival_TimeStatus_Code
2024-08-14T09:25Z,OT,BOS,2024-08-14T17:25Z,2024-08-14T17:34Z,OT
2024-08-14T09:25Z,DL,LOS,2024-08-14T15:55Z,2024-08-14T16:32Z,DL
2024-08-14T09:30Z,DL,TPA,2024-08-14T20:00Z,2024-08-14T19:57Z,FE
2024-08-14T09:30Z,OT,BRU,2024-08-14T10:30Z,2024-08-14T10:25Z,FE
2024-08-14T09:40Z,DL,NBO,2024-08-14T18:15Z,2024-08-14T18:36Z,DL
2024-08-14T09:40Z,DL,BHX,2024-08-14T11:15Z,2024-08-14T11:36Z,DL
2024-08-14T09:40Z,DL,SKP,2024-08-14T11:55Z,2024-08-14T12:15Z,DL
2024-08-14T09:40Z,DL,AYT,2024-08-14T13:10Z,2024-08-14T13:32Z,DL
2024-08-14T09:45Z,DL,JFK,2024-08-14T18:25Z,2024-08-14T18:20Z,FE
2024-08-14T09:45Z,OT,BER,2024-08-14T10:55Z,2024-08-14T10:56Z,OT
2024-08-14T09:50Z,OT,NCE,2024-08-14T11:20Z,2024-08-14T11:40Z,DL
2024-08-14T09:50Z,DL,KRK,2024-08-14T11:25Z,2024-08-14T11:45Z,DL
2024-08-14T09:50Z,DL,TIA,2024-08-14T11:55Z,2024-08-14T12:46Z,DL
2024-08-14T08:30Z,DL,IAD,2024-08-14T17:30Z,2024-08-14T18:45Z,DL
2024-08-14T10:00Z,DL,SEA,2024-08-14T20:15Z,2024-08-14T21:25Z,DL
2024-08-14T10:00Z,OT,BWI,2024-08-14T18:45Z,2024-08-14T18:42Z,FE
2024-08-14T10:00Z,DL,HAM,2024-08-14T11:05Z,2024-08-14T11:39Z,DL
2024-08-14T10:00Z,OT,LHR,2024-08-14T11:40Z,2024-08-14T11:45Z,OT
2024-08-14T10:00Z,OT,BEY,2024-08-14T13:50Z,2024-08-14T14:01Z,OT
2024-08-14T07:30Z,DL,PMI,2024-08-14T09:40Z,2024-08-14T14:06Z,DL
2024-08-14T07:55Z,DL,VNO,2024-08-14T10:00Z,2024-08-14T12:25Z,DL
2024-08-14T08:20Z,DL,PMI,2024-08-14T10:25Z,2024-08-14T14:20Z,DL
2024-08-14T08:55Z,DL,HRG,2024-08-14T13:30Z,2024-08-14T14:36Z,DL
2024-08-14T09:15Z,DL,DTW,2024-08-14T18:15Z,2024-08-14T18:29Z,DL
2024-08-14T09:15Z,DL,ABV,2024-08-14T15:20Z,2024-08-14T16:42Z,DL
2024-08-14T09:30Z,DL,TPA,2024-08-14T20:00Z,2024-08-14T19:57Z,FE
2024-08-14T09:40Z,DL,BHX,2024-08-14T11:15Z,2024-08-14T11:36Z,DL
2024-08-14T09:40Z,DL,SKP,2024-08-14T11:55Z,2024-08-14T12:15Z,DL
2024-08-14T09:40Z,DL,AYT,2024-08-14T13:10Z,2024-08-14T13:32Z,DL
2024-08-14T09:45Z,DL,JFK,2024-08-14T18:25Z,2024-08-14T18:20Z,FE
2024-08-14T09:50Z,OT,NCE,2024-08-14T11:20Z,2024-08-14T11:40Z,DL
2024-08-14T09:50Z,DL,KRK,2024-08-14T11:25Z,2024-08-14T11:45Z,DL
2024-08-14T09:50Z,DL,TIA,2024-08-14T11:55Z,2024-08-14T12:46Z,DL
2024-08-14T08:30Z,DL,IAD,2024-08-14T17:30Z,2024-08-14T18:45Z,DL
2024-08-14T10:00Z,DL,SEA,2024-08-14T20:15Z,2024-08-14T21:25Z,DL
2024-08-14T10:00Z,OT,BWI,2024-08-14T18:45Z,2024-08-14T18:42Z,FE
2024-08-14T10:00Z,DL,HAM,2024-08-14T11:05Z,2024-08-14T11:39Z,DL
2024-08-14T10:00Z,OT,LHR,2024-08-14T11:40Z,2024-08-14T11:45Z,OT
2024-08-14T10:00Z,OT,BEY,2024-08-14T13:50Z,2024-08-14T14:01Z,OT
2024-08-14T10:05Z,DL,BUD,2024-08-14T11:40Z,2024-08-14T12:21Z,DL
2024-08-14T10:05Z,DL,WAW,2024-08-14T11:40Z,2024-08-14T12:24Z,DL
2024-08-14T10:10Z,DL,LJU,2024-08-14T11:20Z,2024-08-14T11:46Z,DL
2024-08-14T10:10Z,OT,HND,2024-08-14T23:10Z,2024-08-14T23:00Z,FE
2024-08-14T10:15Z,DL,LPA,2024-08-14T14:45Z,2024-08-14T15:18Z,DL
2024-08-14T10:15Z,DL,TRN,2024-08-14T11:35Z,2024-08-14T11:53Z,DL
2024-08-14T10:20Z,DL,LPA,2024-08-14T14:55Z,2024-08-14T15:49Z,DL
2024-08-14T10:20Z,OT,GVA,2024-08-14T11:25Z,2024-08-14T11:26Z,OT
2024-08-14T10:20Z,DL,FAO,2024-08-14T13:30Z,2024-08-14T13:29Z,FE
2024-08-14T10:20Z,OT,GDN,2024-08-14T11:50Z,2024-08-14T12:03Z,OT
2024-08-14T10:20Z,DL,PRG,2024-08-14T11:20Z,2024-08-14T11:45Z,DL
2024-08-14T10:25Z,OT,TLS,2024-08-14T12:10Z,2024-08-14T12:22Z,OT
2024-08-14T10:30Z,DL,VRN,2024-08-14T11:50Z,2024-08-14T12:21Z,DL
2024-08-14T10:30Z,DL,FLR,2024-08-14T12:05Z,2024-08-14T13:13Z,DL
2024-08-14T10:30Z,DL,ALA,2024-08-14T17:35Z,2024-08-14T18:08Z,DL
2024-08-14T10:30Z,OT,ZAG,2024-08-14T11:55Z,2024-08-14T12:05Z,OT
2024-08-14T10:30Z,DL,SIN,2024-08-14T22:50Z,2024-08-14T23:03Z,DL
2024-08-14T10:35Z,OT,BLQ,2024-08-14T11:55Z,2024-08-14T12:00Z,OT
2024-08-14T10:35Z,OT,VCE,2024-08-14T11:55Z,2024-08-14T11:57Z,OT
2024-08-14T10:35Z,DL,AMS,2024-08-14T11:50Z,2024-08-14T12:25Z,DL
2024-08-14T10:40Z,OT,KTW,2024-08-14T12:10Z,2024-08-14T12:21Z,OT
2024-08-14T10:40Z,DL,MXP,2024-08-14T11:55Z,2024-08-14T12:20Z,DL
2024-08-14T10:40Z,DL,CPH,2024-08-14T12:05Z,2024-08-14T12:10Z,DL
2024-08-14T10:40Z,OT,POZ,2024-08-14T11:55Z,2024-08-14T11:51Z,FE
2024-08-14T10:45Z,OT,BER,2024-08-14T11:55Z,2024-08-14T12:00Z,OT
2024-08-14T10:50Z,DL,FUE,2024-08-14T15:20Z,2024-08-14T15:16Z,FE
2024-08-14T10:50Z,OT,BLL,2024-08-14T12:10Z,2024-08-14T12:09Z,FE
2024-08-14T10:50Z,OT,LYS,2024-08-14T12:05Z,2024-08-14T12:07Z,OT
2024-08-14T10:50Z,DL,SZG,2024-08-14T11:50Z,2024-08-14T12:38Z,DL
2024-08-14T10:50Z,OT,BSL,2024-08-14T11:40Z,2024-08-14T11:37Z,FE
2024-08-14T10:55Z,DL,GRZ,2024-08-14T12:15Z,2024-08-14T12:40Z,DL
2024-08-14T10:55Z,OT,TRS,2024-08-14T12:15Z,2024-08-14T12:31Z,DL
2024-08-14T10:55Z,OT,BRE,2024-08-14T11:50Z,2024-08-14T11:54Z,OT
2024-08-14T10:55Z,DL,GVA,2024-08-14T12:05Z,2024-08-14T12:18Z,DL
2024-08-14T10:55Z,DL,VIE,2024-08-14T12:15Z,2024-08-14T15:09Z,DL
2024-08-14T11:00Z,DL,LUX,2024-08-14T11:45Z,2024-08-14T12:01Z,DL
2024-08-14T11:00Z,DL,HAM,2024-08-14T12:05Z,2024-08-14T13:04Z,DL
2024-08-14T11:00Z,DL,HAJ,2024-08-14T11:50Z,2024-08-14T12:04Z,DL
2024-08-14T11:00Z,DL,BLR,2024-08-14T19:50Z,2024-08-14T21:01Z,DL
2024-08-14T11:00Z,DL,BRU,2024-08-14T12:00Z,2024-08-14T13:10Z,DL
2024-08-14T11:00Z,DL,IST,2024-08-14T14:00Z,2024-08-14T14:09Z,DL
2024-08-14T11:00Z,DL,WRO,2024-08-14T12:15Z,2024-08-14T12:39Z,DL
2024-08-14T11:05Z,DL,FNC,2024-08-14T15:20Z,2024-08-14T16:00Z,DL
2024-08-14T11:05Z,DL,HYD,2024-08-14T19:50Z,2024-08-14T20:13Z,DL
2024-08-14T11:05Z,DL,PMI,2024-08-14T13:15Z,2024-08-14T16:56Z,DL
2024-08-14T11:05Z,OT,ZRH,2024-08-14T12:00Z,2024-08-14T12:03Z,OT
2024-08-14T11:10Z,DL,IAD,2024-08-14T20:05Z,2024-08-14T20:03Z,FE
2024-08-14T11:10Z,DL,RUH,2024-08-14T16:55Z,2024-08-14T17:28Z,DL
2024-08-14T11:15Z,DL,MUC,2024-08-14T12:10Z,2024-08-14T12:41Z,DL
2024-08-14T11:15Z,DL,BOM,2024-08-14T19:35Z,2024-08-14T20:57Z,DL
2024-08-14T11:20Z,DL,EWR,2024-08-14T19:40Z,2024-08-14T19:50Z,DL
2024-08-14T11:20Z,DL,YVR,2024-08-14T21:20Z,2024-08-14T21:50Z,DL
2024-08-14T11:20Z,DL,DEL,2024-08-14T19:25Z,2024-08-14T19:46Z,DL
2024-08-14T11:20Z,OT,MAD,2024-08-14T13:55Z,2024-08-14T14:04Z,OT
2024-08-14T11:20Z,DL,BCN,2024-08-14T13:25Z,2024-08-14T13:35Z,DL
2024-08-14T11:20Z,OT,LIS,2024-08-14T14:30Z,2024-08-14T14:31Z,OT
2024-08-14T11:25Z,DL,KWI,2024-08-14T17:10Z,2024-08-14T17:57Z,DL
2024-08-14T11:30Z,DL,YYC,2024-08-14T21:15Z,2024-08-14T22:36Z,DL
2024-08-14T11:30Z,OT,DUS,2024-08-14T12:20Z,2024-08-14T12:19Z,FE
2024-08-14T11:30Z,OT,STR,2024-08-14T12:10Z,2024-08-14T12:23Z,OT
2024-08-14T11:30Z,DL,LIN,2024-08-14T12:40Z,2024-08-14T12:55Z,DL
2024-08-14T11:30Z,DL,BOS,2024-08-14T20:00Z,2024-08-14T20:53Z,DL
2024-08-14T11:30Z,DL,DEN,2024-08-14T21:40Z,2024-08-14T21:53Z,DL
2024-08-14T11:35Z,DL,MEX,2024-08-14T23:30Z,2024-08-14T23:50Z,DL
2024-08-14T11:40Z,DL,MCO,2024-08-14T21:55Z,2024-08-14T23:27Z,DL
2024-08-14T11:40Z,OT,LEJ,2024-08-14T12:35Z,2024-08-14T12:47Z,OT
2024-08-14T11:40Z,DL,ARN,2024-08-14T13:45Z,2024-08-14T14:45Z,DL
2024-08-14T11:40Z,DL,OSL,2024-08-14T13:40Z,2024-08-14T14:12Z,DL
2024-08-14T11:40Z,DL,ATH,2024-08-14T14:30Z,2024-08-14T14:46Z,DL
2024-08-14T11:40Z,OT,OVD,2024-08-14T14:00Z,2024-08-14T13:55Z,FE
2024-08-14T11:40Z,DL,VIE,2024-08-14T13:05Z,2024-08-14T13:46Z,DL
2024-08-14T11:45Z,DL,PMI,2024-08-14T13:50Z,2024-08-14T17:23Z,DL
2024-08-14T11:50Z,NO,TFS,2024-08-14T16:45Z,2024-08-14T16:08Z,NO
2024-08-14T11:50Z,OT,CTA,2024-08-14T14:15Z,2024-08-14T14:28Z,OT
2024-08-14T11:50Z,DL,LAX,2024-08-14T23:55Z,2024-08-15T00:35Z,DL
2024-08-14T11:50Z,DL,AGP,2024-08-14T14:50Z,2024-08-14T15:05Z,DL
2024-08-14T11:50Z,DL,AYT,2024-08-14T15:25Z,2024-08-14T15:43Z,DL
2024-08-14T11:55Z,DL,PUJ,2024-08-14T21:50Z,2024-08-14T23:04Z,DL
2024-08-14T11:55Z,DL,YYZ,2024-08-14T20:20Z,2024-08-14T20:09Z,FE
2024-08-14T12:00Z,OT,LAX,2024-08-14T23:50Z,2024-08-14T23:47Z,FE
2024-08-14T12:00Z,OT,HEL,2024-08-14T14:25Z,2024-08-14T14:26Z,OT
2024-08-14T12:00Z,DL,LHR,2024-08-14T13:40Z,2024-08-14T14:00Z,DL
2024-08-14T12:00Z,DL,BEG,2024-08-14T13:55Z,2024-08-14T14:30Z,DL
2024-08-14T12:05Z,DL,PMI,2024-08-14T14:10Z,2024-08-14T16:47Z,DL
2024-08-14T12:05Z,DL,POP,2024-08-14T21:55Z,2024-08-15T00:52Z,DL
2024-08-14T12:05Z,DL,DXB,2024-08-14T18:35Z,2024-08-14T19:29Z,DL
2024-08-14T12:05Z,DL,HND,2024-08-15T00:50Z,2024-08-15T01:31Z,DL
2024-08-14T12:05Z,DL,BCN,2024-08-14T14:10Z,2024-08-14T14:39Z,DL
2024-08-14T12:15Z,OT,HOG,2024-08-14T22:30Z,2024-08-14T22:56Z,DL
2024-08-14T12:15Z,DL,BOG,2024-08-14T23:55Z,2024-08-15T00:50Z,DL
2024-08-14T12:20Z,OT,ZTH,2024-08-14T14:55Z,2024-08-14T15:05Z,OT
2024-08-14T12:20Z,DL,TLL,2024-08-14T14:40Z,2024-08-14T14:53Z,DL
2024-08-14T12:30Z,OT,OTP,2024-08-14T14:50Z,2024-08-14T15:05Z,OT
2024-08-14T12:45Z,OT,BER,2024-08-14T13:55Z,2024-08-14T14:03Z,OT
2024-08-14T12:50Z,DL,HER,2024-08-14T16:10Z,2024-08-14T16:32Z,DL
2024-08-14T12:50Z,OT,SOF,2024-08-14T15:05Z,2024-08-14T15:03Z,FE
2024-08-14T12:55Z,DL,ADB,2024-08-14T16:05Z,2024-08-14T16:50Z,DL
2024-08-14T13:00Z,DL,KWI,2024-08-14T18:40Z,2024-08-14T18:34Z,FE
2024-08-14T13:00Z,DL,HAM,2024-08-14T14:05Z,2024-08-14T14:43Z,DL
2024-08-14T13:00Z,DL,PVG,2024-08-15T01:15Z,2024-08-15T01:12Z,FE
2024-08-14T13:00Z,DL,LHR,2024-08-14T14:40Z,2024-08-14T15:20Z,DL
2024-08-14T13:00Z,DL,ZRH,2024-08-14T13:55Z,2024-08-14T14:07Z,DL
2024-08-14T13:10Z,OT,VLC,2024-08-14T15:35Z,2024-08-14T15:44Z,OT
2024-08-14T13:15Z,DL,MUC,2024-08-14T14:10Z,2024-08-14T14:53Z,DL
2024-08-14T13:25Z,OT,PEK,2024-08-15T00:30Z,2024-08-15T00:08Z,FE
2024-08-14T13:25Z,OT,VNO,2024-08-14T15:30Z,2024-08-14T15:27Z,FE
2024-08-14T13:25Z,OT,CPH,2024-08-14T14:50Z,2024-08-14T14:43Z,FE
2024-08-14T13:30Z,OT,GWT,2024-08-14T14:45Z,2024-08-14T15:15Z,DL
2024-08-14T13:40Z,DL,YHZ,2024-08-14T21:00Z,2024-08-14T21:28Z,DL
2024-08-14T13:40Z,OT,YYZ,2024-08-14T22:00Z,2024-08-14T22:01Z,OT
2024-08-14T13:40Z,OT,DUB,2024-08-14T15:50Z,2024-08-14T15:39Z,FE
2024-08-14T13:45Z,OT,BER,2024-08-14T14:55Z,2024-08-14T14:48Z,FE
2024-08-14T13:50Z,OT,GDN,2024-08-14T15:20Z,2024-08-14T15:23Z,OT
2024-08-14T13:50Z,FE,VIE,2024-08-14T15:15Z,2024-08-14T14:56Z,FE
2024-08-14T14:00Z,DL,MRU,2024-08-15T01:30Z,2024-08-15T02:54Z,DL
2024-08-14T14:00Z,OT,LCY,2024-08-14T15:25Z,2024-08-14T15:26Z,OT
2024-08-14T14:00Z,OT,NAP,2024-08-14T16:00Z,2024-08-14T16:00Z,OT
2024-08-14T14:00Z,DL,ARN,2024-08-14T16:05Z,2024-08-14T16:17Z,DL
2024-08-14T14:00Z,DL,OSL,2024-08-14T16:00Z,2024-08-14T16:17Z,DL
2024-08-14T14:00Z,OT,LHR,2024-08-14T15:40Z,2024-08-14T15:32Z,FE
2024-08-14T07:45Z,DL,YYC,2024-08-14T17:30Z,2024-08-14T23:55Z,DL
2024-08-14T11:05Z,DL,PMI,2024-08-14T13:15Z,2024-08-14T16:56Z,DL
2024-08-14T11:45Z,DL,PMI,2024-08-14T13:50Z,2024-08-14T17:23Z,DL
2024-08-14T12:05Z,DL,PMI,2024-08-14T14:10Z,2024-08-14T16:47Z,DL
2024-08-14T12:05Z,DL,POP,2024-08-14T21:55Z,2024-08-15T00:52Z,DL
2024-08-14T13:15Z,DL,MUC,2024-08-14T14:10Z,2024-08-14T14:53Z,DL
2024-08-14T13:40Z,DL,YHZ,2024-08-14T21:00Z,2024-08-14T21:28Z,DL
2024-08-14T14:00Z,DL,MRU,2024-08-15T01:30Z,2024-08-15T02:54Z,DL
2024-08-14T14:00Z,OT,LCY,2024-08-14T15:25Z,2024-08-14T15:26Z,OT
2024-08-14T14:00Z,OT,NAP,2024-08-14T16:00Z,2024-08-14T16:00Z,OT
2024-08-14T14:00Z,DL,ARN,2024-08-14T16:05Z,2024-08-14T16:17Z,DL
2024-08-14T14:00Z,DL,OSL,2024-08-14T16:00Z,2024-08-14T16:17Z,DL
2024-08-14T14:00Z,OT,LHR,2024-08-14T15:40Z,2024-08-14T15:32Z,FE
2024-08-14T14:05Z,DL,FCO,2024-08-14T15:55Z,2024-08-14T16:39Z,DL
2024-08-14T14:05Z,DL,BOD,2024-08-14T15:50Z,2024-08-14T16:31Z,DL
2024-08-14T14:05Z,DL,BCN,2024-08-14T16:10Z,2024-08-14T16:56Z,DL
2024-08-14T14:05Z,FE,BIO,2024-08-14T16:15Z,2024-08-14T16:06Z,FE
2024-08-14T14:10Z,DL,SPU,2024-08-14T15:50Z,2024-08-14T16:57Z,DL
2024-08-14T14:10Z,DL,GVA,2024-08-14T15:15Z,2024-08-14T16:02Z,DL
2024-08-14T14:15Z,DL,PMI,2024-08-14T16:20Z,2024-08-14T19:44Z,DL
2024-08-14T14:15Z,DL,PSA,2024-08-14T15:45Z,2024-08-14T16:20Z,DL
2024-08-14T14:15Z,OT,MUC,2024-08-14T15:10Z,2024-08-14T15:22Z,OT
2024-08-14T14:15Z,OT,LIN,2024-08-14T15:25Z,2024-08-14T15:29Z,OT
2024-08-14T14:15Z,DL,NCL,2024-08-14T16:05Z,2024-08-14T16:30Z,DL
2024-08-14T14:20Z,DL,DBV,2024-08-14T16:10Z,2024-08-14T16:50Z,DL
2024-08-14T14:20Z,OT,BLQ,2024-08-14T15:40Z,2024-08-14T16:09Z,DL
2024-08-14T14:20Z,DL,EDI,2024-08-14T16:20Z,2024-08-14T17:06Z,DL
2024-08-14T14:25Z,OT,AMS,2024-08-14T15:35Z,2024-08-14T15:33Z,FE
2024-08-14T14:25Z,DL,BRU,2024-08-14T15:25Z,2024-08-14T15:37Z,DL
2024-08-14T14:25Z,OT,TLS,2024-08-14T16:10Z,2024-08-14T16:10Z,OT
2024-08-14T14:30Z,DL,PMI,2024-08-14T16:35Z,2024-08-14T20:17Z,DL
2024-08-14T14:30Z,DL,VCE,2024-08-14T15:50Z,2024-08-14T16:27Z,DL
2024-08-14T14:30Z,DL,CDG,2024-08-14T15:45Z,2024-08-14T16:28Z,DL
2024-08-14T14:30Z,DL,MRS,2024-08-14T16:05Z,2024-08-14T16:41Z,DL
2024-08-14T14:30Z,DL,ZRH,2024-08-14T15:25Z,2024-08-14T15:40Z,DL
2024-08-14T14:35Z,DL,BUD,2024-08-14T16:10Z,2024-08-14T17:07Z,DL
2024-08-14T14:40Z,DL,GOT,2024-08-14T16:15Z,2024-08-14T17:00Z,DL
2024-08-14T14:40Z,DL,MAN,2024-08-14T16:25Z,2024-08-14T17:11Z,DL
2024-08-14T14:40Z,DL,PRG,2024-08-14T15:40Z,2024-08-14T16:15Z,DL
2024-08-14T14:45Z,OT,BER,2024-08-14T15:55Z,2024-08-14T15:52Z,FE
2024-08-14T14:45Z,OT,BHX,2024-08-14T16:20Z,2024-08-14T16:30Z,OT
2024-08-14T14:45Z,OT,NCE,2024-08-14T16:15Z,2024-08-14T16:30Z,OT
2024-08-14T14:45Z,DL,WAW,2024-08-14T16:20Z,2024-08-14T16:51Z,DL
2024-08-14T14:50Z,DL,ZAD,2024-08-14T16:20Z,2024-08-14T21:16Z,DL
2024-08-14T14:50Z,OT,BRE,2024-08-14T15:45Z,2024-08-14T15:47Z,OT
2024-08-14T14:50Z,DL,SZG,2024-08-14T15:50Z,2024-08-14T16:28Z,DL
2024-08-14T14:50Z,DL,BSL,2024-08-14T15:40Z,2024-08-14T16:06Z,DL
2024-08-14T14:55Z,DL,LYS,2024-08-14T16:10Z,2024-08-14T16:39Z,DL
2024-08-14T14:55Z,DL,WRO,2024-08-14T16:10Z,2024-08-14T16:17Z,DL
2024-08-14T14:55Z,DL,KRK,2024-08-14T16:30Z,2024-08-14T17:59Z,DL
2024-08-14T15:00Z,OT,MCO,2024-08-15T01:15Z,2024-08-15T01:03Z,FE
2024-08-14T15:00Z,DL,HAM,2024-08-14T16:05Z,2024-08-14T16:21Z,DL
2024-08-14T15:00Z,DL,HAJ,2024-08-14T15:50Z,2024-08-14T16:25Z,DL
2024-08-14T15:00Z,DL,FMO,2024-08-14T15:45Z,2024-08-14T16:08Z,DL
2024-08-14T15:00Z,DL,LEJ,2024-08-14T15:55Z,2024-08-14T16:24Z,DL
2024-08-14T15:00Z,OT,DRS,2024-08-14T16:00Z,2024-08-14T15:59Z,FE
2024-08-14T15:00Z,DL,CPH,2024-08-14T16:25Z,2024-08-14T17:09Z,DL
2024-08-14T15:00Z,OT,LHR,2024-08-14T16:40Z,2024-08-14T16:31Z,FE
2024-08-14T15:00Z,DL,MAD,2024-08-14T17:35Z,2024-08-14T17:57Z,DL
2024-08-14T15:05Z,DL,DUS,2024-08-14T15:55Z,2024-08-14T16:26Z,DL
2024-08-14T15:10Z,DL,NUE,2024-08-14T15:50Z,2024-08-14T16:24Z,DL
2024-08-14T15:10Z,FE,BLL,2024-08-14T16:30Z,2024-08-14T16:20Z,FE
2024-08-14T15:15Z,OT,MUC,2024-08-14T16:10Z,2024-08-14T16:14Z,OT
2024-08-14T15:15Z,DL,JFK,2024-08-15T00:05Z,2024-08-15T00:11Z,DL
2024-08-14T15:20Z,OT,LUX,2024-08-14T16:05Z,2024-08-14T16:14Z,OT
2024-08-14T15:20Z,DL,STR,2024-08-14T16:00Z,2024-08-14T16:23Z,DL
2024-08-14T15:20Z,DL,MXP,2024-08-14T16:35Z,2024-08-14T16:55Z,DL
2024-08-14T15:20Z,DL,AMS,2024-08-14T16:30Z,2024-08-14T17:12Z,DL
2024-08-14T15:20Z,DL,CDG,2024-08-14T16:35Z,2024-08-14T16:59Z,DL
2024-08-14T15:20Z,DL,BCN,2024-08-14T17:30Z,2024-08-14T18:27Z,DL
2024-08-14T15:20Z,DL,IST,2024-08-14T18:20Z,2024-08-14T18:44Z,DL
2024-08-14T15:20Z,OT,VIE,2024-08-14T16:45Z,2024-08-14T16:50Z,OT
2024-08-14T15:40Z,OT,BOS,2024-08-15T00:15Z,2024-08-14T23:46Z,FE
2024-08-14T15:40Z,DL,GVA,2024-08-14T16:45Z,2024-08-14T17:01Z,DL
2024-08-14T16:00Z,OT,HAM,2024-08-14T17:05Z,2024-08-14T16:59Z,FE
2024-08-14T16:00Z,OT,LHR,2024-08-14T17:40Z,2024-08-14T17:35Z,FE
2024-08-14T16:00Z,OT,ZAG,2024-08-14T17:20Z,2024-08-14T17:33Z,OT
2024-08-14T16:10Z,DL,LCY,2024-08-14T17:35Z,2024-08-14T18:35Z,DL
2024-08-14T16:10Z,OT,VIE,2024-08-14T17:35Z,2024-08-14T17:34Z,FE
2024-08-14T16:15Z,FE,MUC,2024-08-14T17:10Z,2024-08-14T17:09Z,FE
2024-08-14T16:25Z,DL,PRN,2024-08-14T18:40Z,2024-08-14T21:34Z,DL
2024-08-14T16:25Z,OT,BRU,2024-08-14T17:25Z,2024-08-14T17:25Z,OT
2024-08-14T16:25Z,OT,ZRH,2024-08-14T17:20Z,2024-08-14T17:24Z,OT
2024-08-14T17:00Z,OT,HAM,2024-08-14T18:05Z,2024-08-14T18:04Z,FE
2024-08-14T17:00Z,OT,BJV,2024-08-14T20:20Z,2024-08-14T20:18Z,FE
2024-08-14T17:20Z,OT,ARN,2024-08-14T19:25Z,2024-08-14T19:30Z,OT
2024-08-14T17:20Z,OT,SOF,2024-08-14T19:35Z,2024-08-14T19:47Z,OT
2024-08-14T17:30Z,OT,VIE,2024-08-14T18:55Z,2024-08-14T18:47Z,FE
2024-08-14T17:40Z,OT,AYT,2024-08-14T21:10Z,2024-08-14T21:04Z,FE
2024-08-14T17:45Z,OT,BER,2024-08-14T18:55Z,2024-08-14T18:56Z,OT
2024-08-14T17:50Z,DL,WAW,2024-08-14T19:30Z,2024-08-14T20:00Z,DL
2024-08-14T17:55Z,OT,LIS,2024-08-14T21:05Z,2024-08-14T21:03Z,FE
2024-08-14T18:00Z,DL,LHR,2024-08-14T19:40Z,2024-08-14T19:44Z,DL
2024-08-14T14:30Z,DL,PMI,2024-08-14T16:35Z,2024-08-14T20:17Z,DL
2024-08-14T14:50Z,DL,ZAD,2024-08-14T16:20Z,2024-08-14T21:16Z,DL
2024-08-14T16:25Z,DL,PRN,2024-08-14T18:40Z,2024-08-14T21:34Z,DL
2024-08-14T17:50Z,DL,WAW,2024-08-14T19:30Z,2024-08-14T20:00Z,DL
2024-08-14T17:55Z,OT,LIS,2024-08-14T21:05Z,2024-08-14T21:03Z,FE
2024-08-14T18:00Z,DL,LHR,2024-08-14T19:40Z,2024-08-14T19:44Z,DL
2024-08-14T18:10Z,OT,RIX,2024-08-14T20:15Z,2024-08-14T20:35Z,DL
2024-08-14T18:10Z,FE,CDG,2024-08-14T19:25Z,2024-08-14T19:16Z,FE
2024-08-14T18:10Z,DL,AGP,2024-08-14T21:10Z,2024-08-14T21:10Z,DL
2024-08-14T18:10Z,DL,ADB,2024-08-14T21:20Z,2024-08-14T21:37Z,DL
2024-08-14T18:15Z,OT,HAM,2024-08-14T19:20Z,2024-08-14T19:22Z,OT
2024-08-14T18:20Z,DL,MLA,2024-08-14T20:55Z,2024-08-14T21:46Z,DL
2024-08-14T18:30Z,DL,NAP,2024-08-14T20:30Z,2024-08-14T20:53Z,DL
2024-08-14T18:30Z,DL,WAW,2024-08-14T20:05Z,2024-08-14T20:33Z,DL
2024-08-14T18:30Z,OT,GDN,2024-08-14T20:00Z,2024-08-14T20:04Z,OT
2024-08-14T18:30Z,DL,OTP,2024-08-14T20:50Z,2024-08-14T21:15Z,DL
2024-08-14T18:30Z,DL,CPH,2024-08-14T19:55Z,2024-08-14T20:11Z,DL
2024-08-14T18:40Z,DL,TRN,2024-08-14T20:00Z,2024-08-14T20:52Z,DL
2024-08-14T18:40Z,DL,CPH,2024-08-14T20:05Z,2024-08-14T20:33Z,DL
2024-08-14T18:40Z,DL,SVG,2024-08-14T20:30Z,2024-08-14T20:41Z,DL
2024-08-14T18:40Z,OT,BIO,2024-08-14T20:50Z,2024-08-14T20:39Z,FE
2024-08-14T18:40Z,DL,COV,2024-08-14T22:20Z,2024-08-14T23:22Z,DL
2024-08-14T18:45Z,FE,HND,2024-08-15T07:45Z,2024-08-15T07:17Z,FE
2024-08-14T18:45Z,DL,ZAG,2024-08-14T20:05Z,2024-08-14T20:56Z,DL
2024-08-14T18:50Z,DL,VNO,2024-08-14T20:55Z,2024-08-14T21:01Z,DL
2024-08-14T18:50Z,DL,MAD,2024-08-14T21:25Z,2024-08-14T22:16Z,DL
2024-08-14T18:50Z,OT,ATH,2024-08-14T21:40Z,2024-08-14T21:48Z,OT
2024-08-14T18:50Z,DL,TIA,2024-08-14T20:55Z,2024-08-14T22:09Z,DL
2024-08-14T18:50Z,DL,LJU,2024-08-14T20:00Z,2024-08-14T20:38Z,DL
2024-08-14T18:50Z,DL,ZRH,2024-08-14T19:55Z,2024-08-14T20:58Z,DL
2024-08-14T18:55Z,DL,PVG,2024-08-15T06:50Z,2024-08-15T07:30Z,DL
